!	!	!	PUNCT
"	"	''	PUNCT
''n	''n	DET	DET.Ind.Acc.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Fem	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Masc	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''t	''t	PRON.2.Acc.Sg.clit	PRON.2.Acc.Sg.clit
utvertellen	ut'fer'te'len	Ut+fer-télen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
utvertellen	ut'fer'te'len	Ut+fer-télen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Uu	un	un	CCONJ.ocr
vää'l	fÄl	fÄl	DET.Quant.Neut.Acc.Sg
vääl	fÄl	fÄl	PRON.Quant.Nom.Sg
vääl	fÄl	fÄl	ADV
vääl	fÄl	fÄl	DET.Quant.Neut.Acc.Sg
Väl	fÄl	fÄl	DET.Quant.Fem.Acc.Sg
Väl	fÄl	fÄl	PRON.Quant.Nom.Sg
Väl	fÄl	fÄl	ADV
Väl	fÄl	fÄl	DET.Quant.Neut.Acc.Sg
Väl	fÄl	fÄl	DET.Quant.Pl.Dat
Väl	fÄl	fÄl	DET.Quant.Pl.Acc
Välen	fÄ'len	fÄl	ADJ.Dat.Ind.Pl.Pos	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Valicht	fa'lixt	falixt	ADV
Veeh	fE	fE	NOUN.Neut.Acc.Sg
Veehdocter	fE'dok'ter	fE/NOUN.Neut+dokter	NOUN.Masc.Nom.Sg
Veehstand	fE'stand	fE/NOUN.Neut+stand	NOUN.Masc.Nom.Sg
Veer	fEr	fEr	NUM
verännern	fer'e'nern	fer-äner/ADJ-en	VERB.Inf
Verbeed't	fer'bEt	fer-bEden	VERB.2.Pl.Imp
verbie	fer'bI	fœr+bI	ADV
verblüfft	fer'blüft	fer-blüfen/VERB.PPast.wk.hd	ADV
verbroaken	fer'brå'ken	fer-brÄken	VERB.PPast.st
Verdammt	fer'damt	fer-dam/NOUN.Masc-en/VERB.PPast.wk	INTJ
verdoahn	fer'dån	fer-dOn/AUX	VERB.PPast.st
verdrägen	fer'drÄ'gen	fer-drÄgen	VERB.Inf
verdrähgt	fer'drÄgt	fer-drÄgen	VERB.PPast.wk
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Verdreetlich	fer'drEt'lix	ferdrEtlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdreetlich	fer'drEt'lix	ferdrEtlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verdrieben	fer'drI'ben	fer-drIven	VERB.Inf
verdroagen	fer'drå'gen	fer-drågen	VERB.Inf
verdroagen	fer'drå'gen	fer-drågen	VERB.PPast.st
verdutzt	fer'dutst	fer-dutst	ADJ.Pos.Pred.hd
verdutzt	fer'dutst	fer-dutst	ADV.hd
verfähren	fer'fÄ'ren	fer-fÄren?	VERB.Inf
verfährt	fer'fÄrt	fer-fÄren	VERB.3.Sg.Ind.Prs
Verflucht	fer'flUxt	fer-flUxt	INTJ.hd
verföhrt	fer'fÖrt	fer-fÖren	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verfriegen	ferf'rI'gen	fer-frIgen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verfriegen	ferf'rI'gen	fer-frIgen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergäten	fer'gÄ'ten	fer-gÄten	VERB.Inf
vergäten	fer'gÄ'ten	fer-gÄten	VERB.PPast.st
vergätern	fer'gÄ'tern	fer-gÄten/VERB-ern	ADV
vergatt	fer'gat	fer-gÄten	VERB.3.Sg.Ind.Prt.st
vergett	fer'get	fer-gÄten	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergett	fer'get	fer-gÄten	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergett	fer'get	fer-gÄten	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergett	fer'get	fer-gÄten	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergett	fer'get	fer-gÄten	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergif	fer'gif	fer+gÄven	VERB.2.Sg.Imp
Vergnögen	fer'gnÖ'gen	fergnÖgen/VERB.Inf	NOUN.Neut.Acc.Sg
Vergnögen	fer'gnÖ'gen	fergnÖgen/VERB.Inf	NOUN.Neut.Nom.Sg
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vergnöglich	ferg'nÖg'lix	fergnÖglix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Vergnögt	fer'gnÖgt	fer-gnÖgen/VERB.PPast.wk	ADV
Vergnögt	fer'gnÖgt	fer-gnÖgen/VERB.PPast.wk	ADJ.Pos.Pred
Vergnöögt	fer'gnÖgt	fer-gnÖgen/VERB.PPast.wk	ADV
Vergnöögt	fer'gnÖgt	fer-gnÖgen/VERB.PPast.wk	ADJ.Pos.Pred
vergull'n	fer'gu'len	fer-gelen	VERB.PPast.st
verhoalen	fer'hå'len	fer-hålen	VERB.Inf
verhoalt	fer'hålt	fer-hålen	VERB.PPast.wk
verkehren	fer'kE'ren	fer-kEren	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verkehren	fer'kE'ren	fer-kEren	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verkloaren	fer'klå'ren	fer-klåren	VERB.Inf
verköfft	fer'köft	fer-kÖpen	VERB.PPast.wk
verköpen	fer'kÖ'pen	fer-kÖpen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verköpen	fer'kÖ'pen	fer-kÖpen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verleewt	fer'lEwt	fer-lEven	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verlett	fer'let	fer-låten	VERB.3.Sg.Ind.Prs
verloaten	fer'lå'ten	fer-låten	VERB.Inf
verloopen	fer'lO'pen	fer-lOpen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verloopen	fer'lO'pen	fer-lOpen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Vermögen	fer'mÖ'gen	fer-mÖgen/VERB.Inf	NOUN.Neut.Acc.Sg
Vermögen	fer'mÖ'gen	fer-mÖgen/VERB.Inf	NOUN.Neut.Dat.Sg
Vermögen	fer'mÖ'gen	fer-mÖgen/VERB.Inf	NOUN.Neut.Nom.Sg
vernünftig	fer'nün'ftig	fer-nunft-"ig	ADV.hd
veroapenboaren	fer'å'pen'bå'ren	fer-åpenbår/ADJ-en	VERB.Inf
veroapenboart	fer'å'pen'bårt	fer-åpenbår/ADJ-en	VERB.3.Sg.Ind.Prs
veroapenboart	fer'å'pen'bårt	fer-åpenbår/ADJ-en	VERB.3.Sg.Ind.Prt
verplext	fer'plekst	fer-pleksen/VERB.PPast.wk	ADJ.Pos.Pred
verplext	fer'plekst	fer-pleksen/VERB.PPast.wk	ADV
verpusten	fer'pU'sten	fer-pUsten	VERB.Inf
verrenkt	fe'renkt	fer-renken	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verroaden	fer'råden	fer-råden	VERB.INf
verrückt	fer'rükt	fer-rüken/VERB.PPast.wk.hd	ADJ.Pos.Pred
verschloagen	fer'Slå'gen	fer-Slågen	VERB.Inf
verschluten	fer'SlU'ten	fer-SlUten	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verschluten	fer'SlU'ten	fer-SlUten	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verschwinnen	fer'Swi'nen	fer-Swinen	VERB.Inf
verspiesen	fer'spI'sen	fer-spIsen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verspiesen	fer'spI'sen	fer-spIsen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
versproaken	fer'språ'ken	fer-sprÄken	VERB.PPast.st
verstäken	fer'stÄ'ken	fer-stÄken	VERB.Inf
Verstand	fer'stand	fer-stand	NOUN.Masc.Acc.Sg
Verstand	fer'stand	fer-stand	NOUN.Masc.Nom.Sg
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Fem.Nom.hd	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Masc.Nom.hd	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Neut.Acc.wk.hd	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Neut.Nom.wk.hd	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Pl.Acc.wk.hd	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADJ.Pos.Pl.Nom.wk.hd	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verständlich	fers'tend'lix	ferstendlix	ADV.hd	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
versteid	fer'steid	fer-stån	VERB.3.Sg.Ind.Prs
Versteit	fer'steit	fer-stån	VERB.3.Sg.Ind.Prs
verstoahn	fer'stån	fer-stån	VERB.Inf
verstoahn	fer'stån	fer-stån	VERB._.Pl.Ind.Prs
verstoaten	fer'stå'ten	fer-stÖten	VERB.PPast.st
versträken	fer'strÄ'ken	fer-strIken	VERB.PPast.st
verstund	fer'stund	fer-stån	VERB.3.Sg.Ind.Prt
verstunn	fer'stun	fer-stån	VERB.3.Sg.Ind.Prt.st
vertähren	fer'tÄ'ren	fer-tÄren	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertähren	fer'tÄ'ren	fer-tÄren	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertährt	fer'tÄrt	fer-tÄren	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertährt	fer'tÄrt	fer-tÄren	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertährt	fer'tÄrt	fer-tÄren	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertährt	fer'tÄrt	fer-tÄren	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertährt	fer'tÄrt	fer-tÄren	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Vertell'n	fer'te'len	fer-telen	VERB.Inf
Vertellen	fer'te'len	fer-telen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Vertellen	fer'te'len	fer-telen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertellen	fer'te'len	fer-telen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertellen	fer'te'len	fer-telen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertellt	fer'telt	fer-telen	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertellt	fer'telt	fer-telen	VERB.3.Sg.Ind.Prs.wk	0.5	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertellt	fer'telt	fer-telen	VERB.3.Sg.Ind.Prt.wk.wk	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Vertog	fer'tOg	fer-tOg	NOUN.Masc.Acc.Sg
vertreckt	fert'rekt	fer-treken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertreckt	fert'rekt	fer-treken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertreckt	fert'rekt	fer-treken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertreckt	fert'rekt	fer-treken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertreckt	fert'rekt	fer-treken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertuuschen	fer'tU'Sen	fer-tUSen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vertuuschen	fer'tU'Sen	fer-tUSen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verwoahren	fer'wå'ren	fer-wåren	VERB.Inf
verwoahrt	fer'wårt	fer-wåren	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
verwogen	fer'wÄ'gen?	fer-wÄgen?	ADV.hd
verwunnern	fer'wu'nern	fer-wuner/NOUN.Neut-en	VERB.Inf
Verwunnert	fer'wu'nert	fer-wuner/NOUN.Neut-en	VERB.PPast.wk
verwunnert	fer'wu'nert	fer-wuner/NOUN.Neut-en/VERB.PPast.wk	ADV
Vig'lin	fig'lIn	figlIn	NOUN.Fem.Acc.Sg
Vöar	fœr	fœr	ADP
Vöar	fœr	fœr	PART
vöar'm	fœr'm	fœr	ADP DET.Def.Masc.Dat.Sg.clit
Vöar'n	fœr'n	fœr	ADP DET.Ind.Acc.Sg.Fem.clit
vöarbäden	fœr'bÄ'den	fœr+bÄden	VERB.Inf
vöarbie	fœr+bI	fœr+bI	ADV
vöargebäd't	fœr'ge'bÄt	fœr+bÄden	VERB.PPast.wk.hd
vöargedroagen	fœr'ge'drå'gen	fœr+drågen	VERB.PPast.st.hd
vöargefallen	fœr'ge'fa'len	fœr+falen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vöargeholl'n	fœr'ge'ho'len	fœr+holen	VERB.PPast.st.hd
vöarher	fœr'hEr	fœr+her	ADV
Vöarkost	fœr'kost	fœr+kost	NOUN.Fem.Dat.Sg
Vöarmiddags	fœr'mi'dags	fœr/ADP+mid/ADP+dag/NOUN.Masc-s	ADV
vöaröaber	fœr'œ'ber	fœr+œver	ADV
Vöarstadt	fœr'stat	fœr+stad	NOUN.Fem.Dat.Sg
vöartoföhr'n	fœr'tO'fÖ'ren	fœr+fÖren	VERB.Inf_to
vöartoföhren	fœr'tO'fÖ'ren	fœr+fÖren	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vöartostell'n	fœr'tO'ste'len	fœr+stelen	VERB.Inf_to
Vöarut	fœr'Ut	fœr+Ut	ADV
Vom	fo'm	fon	ADP DET.Def.Masc.Dat.Sg.clit
Vom	fo'm	fon	ADP DEF.Def.Neut.Dat.Sg.clit
Vom	fo'm	fon	ADP DEF.Def.Neut.Dat.Sg.clit
Von	fon	fon	ADP
Vull	ful	ful	ADJ.Pos.Pred
Vull	ful	ful	ADP
vullem	fu'lem	ful	ADJ.Pos.Masc.Dat.Sg.Ind
vullen	fu'len	ful	ADJ.Pos.Pl.Dat.Ind
vullgeproppt	ful'ge'propt	ful+propen/VERB.PPast.wk.hd	ADJ.Pos.Pred
vüllig	fü'lig	fülix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
vüllig	fü'lig	fülix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
wägen	wÄ'gen	wÄgen	VERB.Inf	0.983388704318937	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
wägen	wÄ'gen	wÄgen	VERB._.Pl.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
wählt	wÄlt	wÄlen	VERB.PPast.wk
Wahrhaftig	war'haf'tig	war-haft-ig	ADV.hd
Wallachei	wa'la'xei	walaxei	PROPN.Top.Fem.Dat.Sg.hd
wannern	wa'nern	wanern	VERB.Inf
War	war	sind	AUX.3.Sg.Ind.Prt	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
war	war	sind	AUX.3.Sg.Ind.Prt	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Warblow	warb'low	warblow	PROPN.Top.Neut.Dat.Sg
Ward	ward	wärden	AUX.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ward	ward	wärden	AUX.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
warden	war'den	wärden	AUX.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
warm	warm	warm	ADV
warst	warst	warden	AUX.2.Sg.Ind.Prs
Was	was	sind	AUX.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
was	was	sind	AUX.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
waschen	wa'Sen	waSen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
waschen	wa'Sen	waSen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Waschfru	waS'frU	waSen/VERB+frU	NOUN.Fem.Nom.Sg
wäst	west	sind	AUX.PPast.wk
Wat	wat	wat	PRON.Int.Neut.Nom.Sg
Wat	wat	wat	PRON.Int.Neut.Acc.Sg
Wat	wat	wat	PRON.Rel.Neut.Acc.Sg
Wat	wat	wat	PRON.Rel.Neut.Nom.Sg
Wat	wat	wat	PRON.Ind.Neut.Nom.Sg
Wat	wat	wat	PRON.Ind.Neut.Acc.Sg
wedden	we'den	weden	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
wedden	we'den	weden	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
wedder	we'der	weder	ADV 	"wieder"
weder	wE'der	wEder	CCONJ.hd 	"weder"
week	wEk	wEk	ADJ.Pos.Pred
week	wEk	wEk	ADJ.Pos.Pred
Weekt	wEkt	wEk/ADJ.Pos-t	NOUN.Neut.Dat.Sg
weenrich	wEn'rix	wEnen/VERB-erix	ADV
weent	wEnt	wEnen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weent	wEnt	wEnen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weent	wEnt	wEnen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weent	wEnt	wEnen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weent	wEnt	wEnen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Weer	wEr	sind	AUX.1.Sg.Ind.Prt	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weer	wEr	sind	AUX.1.Sg.Ind.Prt	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weer'n	wE'ren	sind	AUX._.Pl.Ind.Prt
weer'n	wE'ren	sind	AUX._.Pl.Sbj.Prt
weeren	wE'ren	sind	AUX._.Pl.Ind.Prt	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weeß	wEs	wisen	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weeß	wEs	wisen	VERB.2.Sg.Imp.reg	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Weet	wEt	wEten	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Weet	wEt	wEten	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Weet	wEt	wEten	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Weet	wEt	wEten	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Weet	wEt	wEten	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weet	wEt	wEten	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weet	wEt	wEten	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weet	wEt	wEten	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weet	wEt	wEten	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weet	wEt	wEten	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weeten	wE'ten	wEten	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
weeten	wE'ten	wEten	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
